"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00809","1,348","1","1",".TAU_application"
"100.0","0.31","1,348","1","58.0234","MG_MPI"
"61.0","823","823","1","0","MPI_Init()"
"38.2","515","515","1","0","MPI_Finalize()"
"0.3","0.201","4","2","399.5","ZRAN3"
"0.3","4","4","6","0","MPI_Barrier()"
"0.2","0.0383","2","5","105","MG3P"
"0.2","0.185","2","74","1045.12","COMM3"
"0.1","1","1","360.25","0","MPI_Wait()"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.147","1","342.75","342.75","TAKE3"
"0.1","1","1","7","0","MPI_Bcast()"
"0.1","0.03","1","27","27","RESID"
"0.1","0.142","0.914","342.75","342.75","GIVE3"
"0.1","0.811","0.811","360.25","0","MPI_Send()"
"0.1","0.0178","0.698","25","25","PSINV"
"0.0","0.0353","0.639","20","20","INTERP"
"0.0","0.0186","0.604","20","52.5","COMM3_EX"
"0.0","0.0111","0.584","20","20","RPRJ3"
"0.0","0.00841","0.524","17.5","17.5","TAKE3_EX"
"0.0","0.169","0.286","360.25","360.25","READY"
"0.0","0.00581","0.211","4","8","NORM2U3"
"0.0","0.117","0.117","360.25","0","MPI_Irecv()"
"0.0","0.00738","0.0469","17.5","17.5","GIVE3_EX"
"0.0","0.033","0.033","167.5","0","BUBBLE"
"0.0","0.0282","0.0288","1","2","GET_ACTIVE_NPROCS"
"0.0","0.014","0.0258","6","72.2812","POWER"
"0.0","0.0241","0.0241","146.281","0","RANDLC"
"0.0","0.0168","0.0168","40.875","0","ZERO3"
"0.0","0.0167","0.0167","2","0","SETUP"
"0.0","0.0149","0.0149","1","0","ALLOC_SPACE"
"0.0","0.0117","0.0117","64","0","VRANLC"
"0.0","0.00958","0.00958","2","0","TIMER_START"
"0.0","0.00763","0.00763","1","0","MPI_Reduce()"
"0.0","0.00407","0.00407","0.0078125","0","CHECK_TIMER_FLAG"
"0.0","0.0027","0.0027","17","0","TIMER_CLEAR"
"0.0","0.000906","0.000906","0.0078125","0","PRINT_RESULTS"
"0.0","0.000812","0.000812","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000234","0.000234","1","0","MPI_Comm_rank()"
"0.0","0.000188","0.000188","1.00781","0","TIMER_READ"
