"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00319","6,420","1","1",".TAU_application"
"100.0","876","6,420","1","100.037","int_main(int_char_**)"
"68.4","4,391","4,391","1","0","MPI_Finalize()"
"9.0","577","577","1","0","MPI_Init()"
"4.9","185","316","8","884736","void_CalcKinematicsForElems(Domain"
"2.3","148","148","995328","0","Real_t_CalcElemVolume(const"
"1.3","83","83","7","0","MPI_Allreduce()"
"1.1","6","70","25","234.148","void_CommSend(Domain"
"1.0","62","62","25","0","MPI_Waitall()"
"1.0","37","61","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.4","23","23","184.148","0","MPI_Wait()"
"0.3","1","16","9","114.333","void_CommSBN(Domain"
"0.3","6","16","8","54.8148","void_CommSyncPosVel(Domain"
"0.1","6","6","1","0","MPI_Reduce()"
"0.0","2","2","1","0","MPI_Barrier()"
"0.0","2","2","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","1","1","8","40","void_CommMonoQ(Domain"
"0.0","1","1","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.845","0.845","184.148","0","MPI_Isend()"
"0.0","0.62","0.62","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.0827","0.365","25","209.148","void_CommRecv(Domain"
"0.0","0.287","0.287","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.265","0.265","184.148","0","MPI_Irecv()"
"0.0","0.0623","0.0623","1","0","void_Domain::~Domain()"
"0.0","0.0538","0.0538","77","0","MPI_Comm_rank()"
"0.0","0.0121","0.0121","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00574","0.00574","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00356","0.00356","0.037037","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00156","0.00352","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00196","0.00196","2","0","StrToInt"
"0.0","0.000444","0.000444","1","0","MPI_Comm_size()"
