"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00561","1,775","1","1",".TAU_application"
"100.0","0.583","1,775","1","1204","CG"
"30.0","0.0476","531","1","3.00391","INITIALIZE_MPI"
"29.9","530","530","1","0","MPI_Init()"
"27.4","116","486","91","92274","CONJ_GRAD"
"22.7","402","402","1","0","MPI_Finalize()"
"19.8","10","352","1","60001","MAKEA"
"19.0","157","336","30000","1.3767E+06","SPRNVC"
"14.3","253","253","31122","0","MPI_Wait()"
"6.7","119","119","917799","0","RANDLC"
"6.0","107","107","31122","0","MPI_Send()"
"3.4","59","59","458899","0","ICNVRT"
"0.6","10","10","31122","0","MPI_Irecv()"
"0.2","4","4","30000","0","VECSET"
"0.0","0.864","0.864","1","0","MPI_Bcast()"
"0.0","0.83","0.83","1","0","SPARSE"
"0.0","0.316","0.316","1","0","MPI_Barrier()"
"0.0","0.117","0.117","1","0","MPI_Reduce()"
"0.0","0.0572","0.0572","1","0","ALLOC_SPACE"
"0.0","0.0278","0.0284","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0277","0.0277","1","0","TIMER_START"
"0.0","0.00205","0.00205","0.00390625","0","CHECK_TIMER_FLAG"
"0.0","0.00166","0.00166","9","0","TIMER_CLEAR"
"0.0","0.000816","0.000816","1","0","TIMER_STOP"
"0.0","0.000418","0.000418","0.00390625","0","PRINT_RESULTS"
"0.0","0.000387","0.000387","1","0","MPI_Comm_size()"
"0.0","0.00034","0.00034","1","0","SETUP_SUBMATRIX_INFO"
"0.0","0.000277","0.000277","1","0","SETUP_PROC_INFO"
"0.0","0.000238","0.000238","1","0","MPI_Comm_rank()"
"0.0","0.000129","0.000129","1","0","TIMER_READ"
