"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00384","21,107","1","1",".TAU_application"
"100.0","4,693","21,107","1","1420.01","int_main(int_char_**)"
"28.7","6,061","6,061","127","0","MPI_Allreduce()"
"24.4","41","5,155","385","4583.57","void_CommSend(Domain"
"24.1","5,076","5,076","385","0","MPI_Waitall()"
"9.2","1,162","1,947","128","4.1943E+06","void_CalcKinematicsForElems(Domain"
"7.8","1,651","1,651","3813.57","0","MPI_Wait()"
"4.9","1,026","1,026","1","0","MPI_Finalize()"
"4.2","33","885","128","1188.86","void_CommSyncPosVel(Domain"
"3.8","792","792","4.22707E+06","0","Real_t_CalcElemVolume(const"
"3.0","11","641","129","2267.3","void_CommSBN(Domain"
"2.2","464","464","1","0","MPI_Init()"
"0.9","10","180","128","742.4","void_CommMonoQ(Domain"
"0.2","37","37","3813.57","0","MPI_Isend()"
"0.1","13","22","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","19","19","1","0","MPI_Barrier()"
"0.0","1","5","385","4198.57","void_CommRecv(Domain"
"0.0","4","4","3813.57","0","MPI_Irecv()"
"0.0","3","3","1","0","MPI_Reduce()"
"0.0","0.531","0.531","1157","0","MPI_Comm_rank()"
"0.0","0.471","0.471","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.437","0.438","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.374","0.374","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.342","0.342","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.176","0.176","1","0","void_Domain::~Domain()"
"0.0","0.0521","0.0521","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0119","0.0119","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00182","0.00394","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00276","0.00276","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00212","0.00212","2","0","StrToInt"
"0.0","0.000752","0.000752","0.008","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000536","0.000536","1","0","MPI_Comm_size()"
