"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00375","6,550","1","1",".TAU_application"
"100.0","246","6,550","1","100.125","int_main(int_char_**)"
"88.0","5,761","5,761","1","0","MPI_Finalize()"
"6.0","393","393","1","0","MPI_Init()"
"1.4","54","92","8","262144","void_CalcKinematicsForElems(Domain"
"0.7","43","43","294912","0","Real_t_CalcElemVolume(const"
"0.5","33","33","7","0","MPI_Allreduce()"
"0.2","9","15","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","1","5","25","165","void_CommSend(Domain"
"0.1","3","3","25","0","MPI_Waitall()"
"0.0","0.712","0.993","8","36","void_CommSyncPosVel(Domain"
"0.0","0.781","0.781","115","0","MPI_Wait()"
"0.0","0.265","0.763","9","72","void_CommSBN(Domain"
"0.0","0.424","0.432","8","32","void_CommMonoQ(Domain"
"0.0","0.429","0.429","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.421","0.421","115","0","MPI_Isend()"
"0.0","0.36","0.361","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.238","0.238","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.0486","0.209","25","140","void_CommRecv(Domain"
"0.0","0.198","0.198","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.151","0.151","115","0","MPI_Irecv()"
"0.0","0.0716","0.0716","1","0","MPI_Barrier()"
"0.0","0.0596","0.0596","1","0","MPI_Reduce()"
"0.0","0.0325","0.0325","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0286","0.0286","77","0","MPI_Comm_rank()"
"0.0","0.0106","0.0106","0.125","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00962","0.00962","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00213","0.00387","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00237","0.00237","1","0","void_Domain::~Domain()"
"0.0","0.002","0.002","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00175","0.00175","2","0","StrToInt"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
