"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0037","4:42.041","1","1",".TAU_application"
"100.0","3:15.835","4:42.041","1","716.016","int_main(int_char_**)"
"17.2","28,578","48,376","64","1.34218E+08","void_CalcKinematicsForElems(Domain"
"8.6","24,337","24,337","63","0","MPI_Allreduce()"
"7.1","20,104","20,104","1.36315E+08","0","Real_t_CalcElemVolume(const"
"2.6","403","7,430","193","2092.62","void_CommSend(Domain"
"2.5","6,951","6,951","193","0","MPI_Waitall()"
"1.0","2,951","2,951","1706.62","0","MPI_Wait()"
"0.8","150","2,133","65","1015.62","void_CommSBN(Domain"
"0.5","586","1,465","64","532","void_CommSyncPosVel(Domain"
"0.3","518","923","1","2.09716E+06","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.3","866","866","1","0","MPI_Finalize()"
"0.2","442","442","1","0","MPI_Init()"
"0.1","71","160","64","352","void_CommMonoQ(Domain"
"0.0","75","75","1706.62","0","MPI_Isend()"
"0.0","60","60","1","0","MPI_Reduce()"
"0.0","47","47","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","22","22","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","18","18","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","6","6","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.923","4","193","1899.62","void_CommRecv(Domain"
"0.0","3","3","1","0","MPI_Barrier()"
"0.0","3","3","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","3","3","1706.62","0","MPI_Irecv()"
"0.0","1","1","1","0","void_Domain::~Domain()"
"0.0","0.602","0.602","581","0","MPI_Comm_rank()"
"0.0","0.0385","0.0385","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.0106","0.0106","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00347","0.0053","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00189","0.00189","0.015625","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00183","0.00183","2","0","StrToInt"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
