"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00426","4,620","1","1",".TAU_application"
"100.0","685","4,620","1","188.008","int_main(int_char_**)"
"23.7","1,093","1,093","1","0","MPI_Finalize()"
"19.5","5","900","49","589.2","void_CommSend(Domain"
"18.4","852","852","49","0","MPI_Waitall()"
"15.2","702","702","15","0","MPI_Allreduce()"
"12.3","568","568","1","0","MPI_Init()"
"6.8","189","316","16","524288","void_CalcKinematicsForElems(Domain"
"5.3","247","247","491.2","0","MPI_Wait()"
"2.9","134","134","557056","0","Real_t_CalcElemVolume(const"
"2.6","1","121","17","298.792","void_CommSBN(Domain"
"2.4","4","108","16","148.608","void_CommSyncPosVel(Domain"
"1.5","68","68","1","0","MPI_Barrier()"
"0.9","41","41","491.2","0","MPI_Isend()"
"0.5","1","25","16","92.8","void_CommMonoQ(Domain"
"0.5","14","23","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","5","5","1","0","MPI_Reduce()"
"0.0","0.193","0.984","49","540.2","void_CommRecv(Domain"
"0.0","0.767","0.767","491.2","0","MPI_Irecv()"
"0.0","0.434","0.435","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.402","0.402","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.369","0.369","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.303","0.303","1","0","void_Domain::~Domain()"
"0.0","0.234","0.234","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.0753","0.0753","149","0","MPI_Comm_rank()"
"0.0","0.0496","0.0496","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0127","0.0127","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.002","0.0044","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00293","0.00293","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.0024","0.0024","2","0","StrToInt"
"0.0","0.000896","0.000896","0.008","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000568","0.000568","1","0","MPI_Comm_size()"
