Name,%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive
.TAU_application,100.0,0.00355,19:59.373,1,1,1199373636
int_main(int_char_**),100.0,12:43.851,19:59.373,1,2828.02,1199373632
void_CalcKinematicsForElems(Domain,16.8,1:59.212,3:21.426,256,5.36871E+08,786824
MPI_Allreduce(),9.4,1:52.457,1:52.457,255,0,441009
Real_t_CalcElemVolume(const,6.9,1:22.534,1:22.534,5.38968E+08,0,0
MPI_Wait(),5.0,1:00.317,1:00.317,6782.62,0,8893
void_CommSend(Domain,4.6,1,539,55,630,769,8320.62,72341
MPI_Waitall(),4.5,53,868,53,868,769,0,70051
void_CommSyncPosVel(Domain,2.4,2,190,28,310,256,2128,110589
void_CommSBN(Domain,1.9,553,23,038,257,4015.62,89644
void_CommMonoQ(Domain,1.0,311,12,024,256,1408,46971
MPI_Finalize(),0.1,967,967,1,0,967756
void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t),0.1,537,949,1,2.09716E+06,949672
MPI_Init(),0.0,454,454,1,0,454626
MPI_Isend(),0.0,220,220,6782.62,0,33
MPI_Reduce(),0.0,142,142,1,0,142233
MPI_Barrier(),0.0,96,96,1,0,96605
void_Domain::BuildMesh(Int_t_Int_t_Int_t),0.0,42,42,1,0,42957
void_Domain::CreateRegionIndexSets(Int_t_Int_t),0.0,22,22,1,1,22295
void_CommRecv(Domain,0.0,3,21,769,7551.62,29
void_Domain::SetupElementConnectivities(Int_t),0.0,17,17,1,0,17772
MPI_Irecv(),0.0,17,17,6782.62,0,3
void_Domain::SetupBoundaryConditions(Int_t),0.0,6,6,1,0,6068
void_Domain::SetupCommBuffers(Int_t),0.0,3,3,1,0,3999
MPI_Comm_rank(),0.0,2,2,2309,0,1
void_Domain::~Domain(),0.0,1,1,1,0,1204
void_VerifyAndWriteFinalOutput(Real_t_Domain,0.0,0.245,0.245,0.015625,0,15657
void_Domain::SetupSymmetryPlanes(Int_t),0.0,0.0412,0.0412,1,0,41
void_InitMeshDecomp(Int_t_Int_t_Int_t,0.0,0.0117,0.0117,1,0,12
void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts,0.0,0.00242,0.00456,1,2,5
StrToInt,0.0,0.00214,0.00214,2,0,1
MPI_Comm_size(),0.0,0.000516,0.000516,1,0,1
