"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00359","48,976","1","1",".TAU_application"
"100.0","28,040","48,976","1","2828.04","int_main(int_char_**)"
"20.4","5,838","10,002","256","2.83116E+07","void_CalcKinematicsForElems(Domain"
"8.9","4,375","4,375","1","0","MPI_Finalize()"
"8.5","4,184","4,184","2.84221E+07","0","Real_t_CalcElemVolume(const"
"6.0","2,935","2,935","255","0","MPI_Allreduce()"
"3.9","205","1,899","769","7067.93","void_CommSend(Domain"
"3.4","1,672","1,672","769","0","MPI_Waitall()"
"1.6","767","767","5529.93","0","MPI_Wait()"
"1.2","62","589","257","3264.85","void_CommSBN(Domain"
"1.2","566","566","1","0","MPI_Init()"
"0.9","212","452","256","1754.07","void_CommSyncPosVel(Domain"
"0.1","39","64","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","38","39","256","1280","void_CommMonoQ(Domain"
"0.0","20","20","5529.93","0","MPI_Isend()"
"0.0","2","8","769","6298.93","void_CommRecv(Domain"
"0.0","6","6","5529.93","0","MPI_Irecv()"
"0.0","1","1","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","1","1","2309","0","MPI_Comm_rank()"
"0.0","1","1","1","0","MPI_Reduce()"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.944","0.944","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.626","0.626","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.37","0.37","1","0","MPI_Barrier()"
"0.0","0.243","0.243","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.063","0.063","1","0","void_Domain::~Domain()"
"0.0","0.0119","0.0119","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00533","0.00533","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00167","0.00359","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00348","0.00348","0.037037","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00193","0.00193","2","0","StrToInt"
"0.0","0.000481","0.000481","1","0","MPI_Comm_size()"
