"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0035","6,545","1","1",".TAU_application"
"100.0","199","6,545","1","716.125","int_main(int_char_**)"
"88.9","5,820","5,820","1","0","MPI_Finalize()"
"5.7","371","371","1","0","MPI_Init()"
"1.4","54","92","64","262144","void_CalcKinematicsForElems(Domain"
"0.7","47","47","63","0","MPI_Allreduce()"
"0.6","38","38","266240","0","Real_t_CalcElemVolume(const"
"0.1","1","7","193","1257","void_CommSend(Domain"
"0.1","4","4","193","0","MPI_Waitall()"
"0.0","1","1","1","4102","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.0","1","1","64","288","void_CommSyncPosVel(Domain"
"0.0","1","1","871","0","MPI_Isend()"
"0.0","0.6","0.732","65","520","void_CommSBN(Domain"
"0.0","0.207","0.561","193","1064","void_CommRecv(Domain"
"0.0","0.437","0.481","64","256","void_CommMonoQ(Domain"
"0.0","0.431","0.431","871","0","MPI_Wait()"
"0.0","0.321","0.321","871","0","MPI_Irecv()"
"0.0","0.11","0.11","581","0","MPI_Comm_rank()"
"0.0","0.108","0.108","1","0","MPI_Reduce()"
"0.0","0.0549","0.0549","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.0519","0.0519","1","0","MPI_Barrier()"
"0.0","0.0454","0.0456","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.0297","0.0297","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.024","0.024","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.0132","0.0132","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.009","0.009","0.125","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00487","0.00487","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0015","0.00337","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00187","0.00187","2","0","StrToInt"
"0.0","0.00175","0.00175","1","0","void_Domain::~Domain()"
"0.0","0.000875","0.000875","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
