"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0035","31,023","1","1",".TAU_application"
"100.0","13,562","31,023","1","1420","int_main(int_char_**)"
"20.3","6,301","6,301","127","0","MPI_Allreduce()"
"16.3","2,966","5,061","128","1.41558E+07","void_CalcKinematicsForElems(Domain"
"11.3","114","3,503","385","5094.72","void_CommSend(Domain"
"10.8","3,347","3,347","385","0","MPI_Waitall()"
"6.8","2,115","2,115","1.42664E+07","0","Real_t_CalcElemVolume(const"
"4.4","1,368","1,368","4324.72","0","MPI_Wait()"
"3.0","125","942","128","1343.81","void_CommSyncPosVel(Domain"
"1.7","536","536","1","0","MPI_Init()"
"1.5","31","473","129","2579.62","void_CommSBN(Domain"
"1.4","424","424","1","0","MPI_Finalize()"
"0.4","23","134","128","786.286","void_CommMonoQ(Domain"
"0.2","42","68","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","41","41","4324.72","0","MPI_Isend()"
"0.0","1","6","385","4709.72","void_CommRecv(Domain"
"0.0","5","5","1","0","MPI_Reduce()"
"0.0","4","4","4324.72","0","MPI_Irecv()"
"0.0","2","2","1","0","MPI_Barrier()"
"0.0","1","1","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.905","0.905","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.858","0.858","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.731","0.731","1157","0","MPI_Comm_rank()"
"0.0","0.268","0.268","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.165","0.165","1","0","void_Domain::~Domain()"
"0.0","0.0116","0.0116","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00536","0.00536","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00151","0.00344","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00193","0.00193","2","0","StrToInt"
"0.0","0.000426","0.000426","1","0","MPI_Comm_size()"
"0.0","0.000274","0.000274","0.00291545","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
