"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00325","15,858","1","1",".TAU_application"
"100.0","6,202","15,858","1","716.125","int_main(int_char_**)"
"37.9","6,014","6,014","1","0","MPI_Finalize()"
"15.9","1,485","2,520","64","7.07789E+06","void_CalcKinematicsForElems(Domain"
"6.6","1,051","1,051","7.18848E+06","0","Real_t_CalcElemVolume(const"
"2.9","453","453","63","0","MPI_Allreduce()"
"2.5","396","396","1","0","MPI_Init()"
"0.9","30","145","193","1257","void_CommSend(Domain"
"0.7","111","111","193","0","MPI_Waitall()"
"0.3","32","52","1","110598","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.2","27","36","64","288","void_CommSyncPosVel(Domain"
"0.2","31","31","871","0","MPI_Wait()"
"0.2","4","26","65","520","void_CommSBN(Domain"
"0.0","7","7","64","256","void_CommMonoQ(Domain"
"0.0","3","3","871","0","MPI_Isend()"
"0.0","1","1","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.406","1","193","1064","void_CommRecv(Domain"
"0.0","1","1","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.868","0.868","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.859","0.859","871","0","MPI_Irecv()"
"0.0","0.413","0.413","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.322","0.322","581","0","MPI_Comm_rank()"
"0.0","0.169","0.169","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0907","0.0907","1","0","MPI_Barrier()"
"0.0","0.0214","0.0214","1","0","MPI_Reduce()"
"0.0","0.011","0.011","0.125","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00988","0.00988","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00662","0.00662","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.002","0.00363","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00287","0.00287","1","0","void_Domain::~Domain()"
"0.0","0.00162","0.00162","2","0","StrToInt"
"0.0","0.000625","0.000625","1","0","MPI_Comm_size()"
