"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00322","5,924","1","1",".TAU_application"
"100.0","544","5,924","1","188.037","int_main(int_char_**)"
"75.3","4,462","4,462","1","0","MPI_Finalize()"
"9.7","573","573","1","0","MPI_Init()"
"3.1","109","186","16","524288","void_CalcKinematicsForElems(Domain"
"1.4","83","83","557056","0","Real_t_CalcElemVolume(const"
"1.4","83","83","15","0","MPI_Allreduce()"
"0.7","4","42","49","454.593","void_CommSend(Domain"
"0.6","36","36","49","0","MPI_Waitall()"
"0.3","12","20","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","4","4","356.593","0","MPI_Wait()"
"0.1","0.863","4","17","215.963","void_CommSBN(Domain"
"0.1","2","3","16","109.63","void_CommSyncPosVel(Domain"
"0.0","1","1","356.593","0","MPI_Isend()"
"0.0","1","1","16","80","void_CommMonoQ(Domain"
"0.0","0.669","0.669","1","0","MPI_Reduce()"
"0.0","0.568","0.568","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.127","0.498","49","405.593","void_CommRecv(Domain"
"0.0","0.427","0.428","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.351","0.351","356.593","0","MPI_Irecv()"
"0.0","0.317","0.317","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.272","0.272","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.251","0.251","1","0","MPI_Barrier()"
"0.0","0.0715","0.0715","149","0","MPI_Comm_rank()"
"0.0","0.0423","0.0423","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0121","0.0121","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00167","0.00396","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00322","0.00322","0.037037","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00293","0.00293","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00259","0.00259","1","0","void_Domain::~Domain()"
"0.0","0.0023","0.0023","2","0","StrToInt"
"0.0","0.000407","0.000407","1","0","MPI_Comm_size()"
