"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00725","3,549","1","1",".TAU_application"
"100.0","0.395","3,549","1","150.375","MG_MPI"
"47.6","0.996","1,690","51","1836","MG3P"
"33.8","888","1,199","410","410","RESID"
"24.4","864","864","1","0","MPI_Finalize()"
"15.6","3","553","1177","21186","COMM3"
"15.3","388","542","408","408","PSINV"
"10.0","79","354","7062","7062","GIVE3"
"9.3","329","329","1","0","MPI_Init()"
"7.9","197","278","357","357","RPRJ3"
"7.8","275","275","7062","0","MPI_Send()"
"5.8","204","204","357","357","INTERP"
"3.1","104","109","7062","7062","READY"
"2.4","50","85","7062","7062","TAKE3"
"2.1","23","76","2","66413.2","ZRAN3"
"1.2","43","43","361","0","ZERO3"
"1.0","34","34","7062","0","MPI_Wait()"
"0.5","18","18","6","0","MPI_Barrier()"
"0.5","12","16","4","8","NORM2U3"
"0.4","12","12","32768","0","VRANLC"
"0.1","5","5","33119","0","RANDLC"
"0.1","4","4","7062","0","MPI_Irecv()"
"0.1","4","4","88","0","MPI_Allreduce()"
"0.0","1","1","1","0","ALLOC_SPACE"
"0.0","0.69","0.69","7","0","MPI_Bcast()"
"0.0","0.103","0.103","357","0","COMM3_EX"
"0.0","0.0979","0.0979","525.25","0","BUBBLE"
"0.0","0.0581","0.0581","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0362","0.0364","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0165","0.0311","6","93","POWER"
"0.0","0.0249","0.0249","0.125","0","PRINT_RESULTS"
"0.0","0.0132","0.0132","2","0","TIMER_START"
"0.0","0.0129","0.0129","2","0","SETUP"
"0.0","0.0116","0.0116","1","0","MPI_Reduce()"
"0.0","0.00337","0.00337","17","0","TIMER_CLEAR"
"0.0","0.00162","0.00162","2","0","TIMER_STOP"
"0.0","0.000125","0.000125","1","0","MPI_Comm_size()"
"0.0","0","0","1","0","MPI_Comm_rank()"
"0.0","0","0","1.125","0","TIMER_READ"
