"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00362","1,602","1","1",".TAU_application"
"100.0","274","1,602","1","100.003","int_main(int_char_**)"
"31.8","509","509","1","0","MPI_Init()"
"28.5","456","456","1","0","MPI_Finalize()"
"7.1","114","114","7","0","MPI_Allreduce()"
"6.1","57","97","8","262144","void_CalcKinematicsForElems(Domain"
"5.7","2","91","25","338.105","void_CommSend(Domain"
"5.0","80","80","25","0","MPI_Waitall()"
"2.9","46","46","294912","0","Real_t_CalcElemVolume(const"
"1.8","29","29","288.105","0","MPI_Wait()"
"1.3","12","20","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"1.3","2","20","8","83.9883","void_CommSyncPosVel(Domain"
"0.5","8","8","288.105","0","MPI_Isend()"
"0.5","0.675","8","8","49.1429","void_CommMonoQ(Domain"
"0.3","0.722","4","9","179.974","void_CommSBN(Domain"
"0.1","2","2","1","0","MPI_Reduce()"
"0.1","0.955","0.955","1","0","MPI_Barrier()"
"0.0","0.563","0.563","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.437","0.438","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.405","0.405","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.085","0.388","25","313.105","void_CommRecv(Domain"
"0.0","0.292","0.292","288.105","0","MPI_Irecv()"
"0.0","0.259","0.259","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.12","0.12","1","0","void_Domain::~Domain()"
"0.0","0.0559","0.0559","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0357","0.0357","77","0","MPI_Comm_rank()"
"0.0","0.0113","0.0113","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00141","0.00326","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00263","0.00263","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00185","0.00185","2","0","StrToInt"
"0.0","0.000443","0.000443","1","0","MPI_Comm_size()"
"0.0","0.000245","0.000245","0.00291545","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
