"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00442","17,021","1","1",".TAU_application"
"100.0","1,141","17,021","1","2828.01","int_main(int_char_**)"
"40.5","6,895","6,895","255","0","MPI_Allreduce()"
"25.5","4,336","4,336","7610.56","0","MPI_Wait()"
"13.6","17","2,314","769","9148.56","void_CommSend(Domain"
"13.3","2,271","2,271","769","0","MPI_Waitall()"
"9.7","6","1,648","257","4517.03","void_CommSBN(Domain"
"8.1","11","1,376","256","2377.73","void_CommSyncPosVel(Domain"
"7.8","4","1,334","256","1484.8","void_CommMonoQ(Domain"
"6.3","1,070","1,070","1","0","MPI_Finalize()"
"3.5","595","595","1","0","MPI_Init()"
"3.3","337","563","256","1.04858E+06","void_CalcKinematicsForElems(Domain"
"1.3","227","227","1.05267E+06","0","Real_t_CalcElemVolume(const"
"0.4","66","66","1","0","MPI_Barrier()"
"0.1","24","24","7610.56","0","MPI_Isend()"
"0.0","2","8","769","8379.56","void_CommRecv(Domain"
"0.0","5","5","7610.56","0","MPI_Irecv()"
"0.0","1","2","1","4102","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.0","1","1","1","0","MPI_Reduce()"
"0.0","0.714","0.714","2309","0","MPI_Comm_rank()"
"0.0","0.114","0.114","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.063","0.0635","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.0356","0.0356","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.0265","0.0265","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.013","0.013","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00776","0.00776","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.00198","0.00436","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00238","0.00238","2","0","StrToInt"
"0.0","0.00202","0.00202","1","0","void_Domain::~Domain()"
"0.0","0.00114","0.00114","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.000656","0.000656","0.008","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000504","0.000504","1","0","MPI_Comm_size()"
