"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00358","1:12.605","1","1",".TAU_application"
"100.0","48,964","1:12.605","1","188.016","int_main(int_char_**)"
"16.7","7,169","12,126","16","3.35544E+07","void_CalcKinematicsForElems(Domain"
"8.6","6,233","6,233","15","0","MPI_Allreduce()"
"7.3","5,267","5,267","3.56516E+07","0","Real_t_CalcElemVolume(const"
"2.7","100","1,934","49","535.625","void_CommSend(Domain"
"2.4","1,772","1,772","49","0","MPI_Waitall()"
"1.3","523","931","1","2.09716E+06","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"1.2","857","857","437.625","0","MPI_Wait()"
"1.2","852","852","1","0","MPI_Finalize()"
"0.9","38","626","17","265.625","void_CommSBN(Domain"
"0.6","432","432","1","0","MPI_Init()"
"0.5","141","367","16","133","void_CommSyncPosVel(Domain"
"0.1","64","64","1","0","MPI_Reduce()"
"0.1","61","61","437.625","0","MPI_Isend()"
"0.1","17","61","16","88","void_CommMonoQ(Domain"
"0.1","46","46","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","21","21","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","19","19","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","6","6","1","0","MPI_Barrier()"
"0.0","6","6","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","3","3","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","1","1","1","0","void_Domain::~Domain()"
"0.0","0.231","1","49","486.625","void_CommRecv(Domain"
"0.0","0.878","0.878","437.625","0","MPI_Irecv()"
"0.0","0.151","0.151","149","0","MPI_Comm_rank()"
"0.0","0.039","0.039","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.011","0.011","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00284","0.00483","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00198","0.00198","2","0","StrToInt"
"0.0","0.00195","0.00195","0.015625","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000453","0.000453","1","0","MPI_Comm_size()"
