"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00375","8,587","1","1",".TAU_application"
"100.0","209","8,587","1","188.125","int_main(int_char_**)"
"91.6","7,865","7,865","1","0","MPI_Finalize()"
"4.4","376","376","1","0","MPI_Init()"
"0.9","45","78","16","221184","void_CalcKinematicsForElems(Domain"
"0.5","43","43","15","0","MPI_Allreduce()"
"0.4","34","34","235008","0","Real_t_CalcElemVolume(const"
"0.1","3","6","1","13830","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.1","1","5","49","321","void_CommSend(Domain"
"0.0","3","3","49","0","MPI_Waitall()"
"0.0","0.804","0.956","16","72","void_CommSyncPosVel(Domain"
"0.0","0.586","0.586","223","0","MPI_Isend()"
"0.0","0.494","0.508","16","64","void_CommMonoQ(Domain"
"0.0","0.306","0.368","17","136","void_CommSBN(Domain"
"0.0","0.073","0.245","49","272","void_CommRecv(Domain"
"0.0","0.218","0.218","223","0","MPI_Wait()"
"0.0","0.162","0.162","223","0","MPI_Irecv()"
"0.0","0.152","0.152","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.113","0.113","1","0","MPI_Reduce()"
"0.0","0.11","0.11","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.105","0.105","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.0806","0.0806","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.0385","0.0385","149","0","MPI_Comm_rank()"
"0.0","0.0181","0.0181","1","0","MPI_Barrier()"
"0.0","0.0149","0.0149","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0109","0.0109","0.125","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.009","0.009","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00137","0.0035","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00213","0.00213","2","0","StrToInt"
"0.0","0.002","0.002","1","0","void_Domain::~Domain()"
"0.0","0.00137","0.00137","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
