"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0035","4,923","1","1",".TAU_application"
"100.0","2,355","4,923","1","100.008","int_main(int_char_**)"
"15.3","443","752","8","2.09715E+06","void_CalcKinematicsForElems(Domain"
"8.9","439","439","1","0","MPI_Finalize()"
"7.9","390","390","1","0","MPI_Init()"
"7.1","349","349","2.3593E+06","0","Real_t_CalcElemVolume(const"
"7.0","345","345","7","0","MPI_Allreduce()"
"6.8","12","334","25","303.888","void_CommSend(Domain"
"5.8","287","287","25","0","MPI_Waitall()"
"2.9","88","141","1","262150","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"2.4","119","119","253.888","0","MPI_Wait()"
"1.5","17","74","8","74.304","void_CommSyncPosVel(Domain"
"1.2","4","59","9","158.184","void_CommSBN(Domain"
"0.7","35","35","253.888","0","MPI_Isend()"
"0.2","9","9","1","0","MPI_Reduce()"
"0.2","2","9","8","46.4","void_CommMonoQ(Domain"
"0.2","9","9","1","0","MPI_Barrier()"
"0.1","4","4","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.1","3","3","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","2","2","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","1","1","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.943","0.943","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.094","0.491","25","278.888","void_CommRecv(Domain"
"0.0","0.38","0.38","253.888","0","MPI_Irecv()"
"0.0","0.277","0.277","1","0","void_Domain::~Domain()"
"0.0","0.0586","0.0586","77","0","MPI_Comm_rank()"
"0.0","0.0101","0.0101","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00914","0.00914","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00186","0.00373","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00186","0.00186","2","0","StrToInt"
"0.0","0.000752","0.000752","0.008","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.000536","0.000536","1","0","MPI_Comm_size()"
