"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00333","6,944","1","1",".TAU_application"
"100.0","1,082","6,944","1","364.037","int_main(int_char_**)"
"66.9","4,644","4,644","1","0","MPI_Finalize()"
"8.3","573","573","1","0","MPI_Init()"
"5.3","217","370","32","1.04858E+06","void_CalcKinematicsForElems(Domain"
"2.4","169","169","31","0","MPI_Allreduce()"
"2.3","159","159","1.08134E+06","0","Real_t_CalcElemVolume(const"
"0.8","8","55","97","895.481","void_CommSend(Domain"
"0.6","44","44","97","0","MPI_Waitall()"
"0.3","11","18","1","32774","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"0.2","17","17","701.481","0","MPI_Wait()"
"0.2","1","13","33","419.222","void_CommSBN(Domain"
"0.1","5","10","32","219.259","void_CommSyncPosVel(Domain"
"0.0","2","2","701.481","0","MPI_Isend()"
"0.0","2","2","32","160","void_CommMonoQ(Domain"
"0.0","1","1","1","0","MPI_Barrier()"
"0.0","0.245","0.907","97","798.481","void_CommRecv(Domain"
"0.0","0.667","0.667","1","0","MPI_Reduce()"
"0.0","0.663","0.663","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","0.622","0.622","701.481","0","MPI_Irecv()"
"0.0","0.396","0.397","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","0.29","0.29","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.263","0.263","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","0.141","0.141","293","0","MPI_Comm_rank()"
"0.0","0.043","0.043","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.0106","0.0106","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00393","0.00393","0.037037","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
"0.0","0.00122","0.00315","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00263","0.00263","1","0","void_Domain::~Domain()"
"0.0","0.00256","0.00256","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00193","0.00193","2","0","StrToInt"
"0.0","0.000519","0.000519","1","0","MPI_Comm_size()"
