%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.007,14,588,1,1,14588054,.TAU_application
100.0,0.505,14,588,1,120.75,14588046,MG_MPI
73.2,10,672,10,672,1,0,10672590,MPI_Finalize()
17.7,1,2,588,36,1296,71901,MG3P
11.9,1,421,1,734,290,290,5982,RESID
5.7,629,838,288,288,2911,PSINV
4.5,2,657,832,14976,790,COMM3
3.0,315,443,252,252,1760,RPRJ3
2.6,372,372,1,0,372736,MPI_Init()
2.3,337,340,4992,4992,68,READY
2.2,325,325,252,252,1292,INTERP
1.7,87,246,4992,4992,49,GIVE3
1.1,158,158,4992,0,32,MPI_Send()
0.7,41,100,2,66430,50314,ZRAN3
0.6,90,90,256,0,354,ZERO3
0.5,59,68,4992,4992,14,TAKE3
0.2,28,29,4,8,7301,NORM2U3
0.1,20,20,32768,0,1,VRANLC
0.1,8,8,4992,0,2,MPI_Wait()
0.0,5,5,33116,0,0,RANDLC
0.0,2,2,4992,0,1,MPI_Irecv()
0.0,2,2,1,0,2306,ALLOC_SPACE
0.0,1,1,88,0,13,MPI_Allreduce()
0.0,0.66,0.66,7,0,94,MPI_Bcast()
0.0,0.393,0.393,6,0,65,MPI_Barrier()
0.0,0.144,0.144,0.25,0,577,CHECK_TIMER_FLAG
0.0,0.115,0.115,542,0,0,BUBBLE
0.0,0.0945,0.0945,252,0,0,COMM3_EX
0.0,0.0602,0.0602,2,0,30,TIMER_START
0.0,0.0537,0.0537,0.25,0,215,PRINT_RESULTS
0.0,0.0192,0.0352,6,90,6,POWER
0.0,0.0307,0.031,1,2,31,GET_ACTIVE_NPROCS
0.0,0.0293,0.0293,1,0,29,MPI_Reduce()
0.0,0.011,0.011,2,0,6,SETUP
0.0,0.00375,0.00375,17,0,0,TIMER_CLEAR
0.0,0.00225,0.00225,2,0,1,TIMER_STOP
0.0,0.00025,0.00025,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1.25,0,0,TIMER_READ
