"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00358","9,140","1","1",".TAU_application"
"100.0","4,656","9,140","1","188.005","int_main(int_char_**)"
"16.4","885","1,503","16","4.1943E+06","void_CalcKinematicsForElems(Domain"
"10.8","985","985","15","0","MPI_Allreduce()"
"7.3","25","663","49","627.074","void_CommSend(Domain"
"7.2","659","659","4.45645E+06","0","Real_t_CalcElemVolume(const"
"6.5","598","598","49","0","MPI_Waitall()"
"5.0","456","456","1","0","MPI_Finalize()"
"4.5","410","410","1","0","MPI_Init()"
"2.6","240","240","529.074","0","MPI_Wait()"
"1.6","34","148","16","159.704","void_CommSyncPosVel(Domain"
"1.6","89","142","1","262150","void_Domain::Domain(Int_t_Index_t_Index_t_Index_t_Index_t_Int_t_Int_t_Int_t_Int_t)"
"1.4","8","125","17","322.37","void_CommSBN(Domain"
"0.4","39","39","529.074","0","MPI_Isend()"
"0.2","21","21","1","0","MPI_Barrier()"
"0.2","5","14","16","96","void_CommMonoQ(Domain"
"0.1","10","10","1","0","MPI_Reduce()"
"0.0","4","4","1","0","void_Domain::BuildMesh(Int_t_Int_t_Int_t)"
"0.0","3","3","1","1","void_Domain::CreateRegionIndexSets(Int_t_Int_t)"
"0.0","2","2","1","0","void_Domain::SetupElementConnectivities(Int_t)"
"0.0","1","1","1","0","void_Domain::SetupCommBuffers(Int_t)"
"0.0","0.996","0.996","1","0","void_Domain::SetupBoundaryConditions(Int_t)"
"0.0","0.189","0.949","49","578.074","void_CommRecv(Domain"
"0.0","0.727","0.727","529.074","0","MPI_Irecv()"
"0.0","0.29","0.29","1","0","void_Domain::~Domain()"
"0.0","0.111","0.111","149","0","MPI_Comm_rank()"
"0.0","0.0109","0.0109","1","0","void_InitMeshDecomp(Int_t_Int_t_Int_t"
"0.0","0.00915","0.00915","1","0","void_Domain::SetupSymmetryPlanes(Int_t)"
"0.0","0.00164","0.00347","1","2","void_ParseCommandLineOptions(int_char_**_Int_t_cmdLineOpts"
"0.0","0.00183","0.00183","2","0","StrToInt"
"0.0","0.000477","0.000477","1","0","MPI_Comm_size()"
"0.0","0.000421","0.000421","0.00462963","0","void_VerifyAndWriteFinalOutput(Real_t_Domain"
