%Time,Exclusive,Inclusive,#Call,#Subrs,Inclusive,Name
100.0,0.009,11,013,1,1,11013135,.TAU_application
100.0,0.308,11,013,1,71.5,11013126,MG_MPI
96.9,10,670,10,670,1,0,10670234,MPI_Finalize()
3.0,333,333,1,0,333936,MPI_Init()
0.0,0.0735,4,11,231,438,MG3P
0.0,0.351,3,158,2844,25,COMM3
0.0,1,2,57,57,48,RESID
0.0,0.546,1,55,55,33,PSINV
0.0,0.339,1,2,2491,824,ZRAN3
0.0,0.511,1,948,948,2,GIVE3
0.0,0.898,1,948,948,1,READY
0.0,0.218,1,44,44,24,RPRJ3
0.0,0.999,0.999,948,0,1,MPI_Send()
0.0,0.509,0.907,948,948,1,TAKE3
0.0,0.57,0.57,6,0,95,MPI_Barrier()
0.0,0.398,0.398,948,0,0,MPI_Wait()
0.0,0.359,0.359,7,0,51,MPI_Bcast()
0.0,0.251,0.251,948,0,0,MPI_Irecv()
0.0,0.25,0.25,48,0,5,ZERO3
0.0,0.24,0.247,44,44,6,INTERP
0.0,0.214,0.214,0.5,0,429,CHECK_TIMER_FLAG
0.0,0.17,0.17,1024,0,0,VRANLC
0.0,0.169,0.169,88,0,2,MPI_Allreduce()
0.0,0.135,0.135,1112,0,0,RANDLC
0.0,0.0795,0.102,4,8,26,NORM2U3
0.0,0.102,0.102,0.5,0,203,PRINT_RESULTS
0.0,0.047,0.047,315,0,0,BUBBLE
0.0,0.026,0.026,1,0,26,ALLOC_SPACE
0.0,0.0255,0.026,1,2,26,GET_ACTIVE_NPROCS
0.0,0.009,0.016,6,54,3,POWER
0.0,0.0155,0.0155,2,0,8,TIMER_START
0.0,0.0075,0.0075,1,0,8,MPI_Reduce()
0.0,0.007,0.007,44,0,0,COMM3_EX
0.0,0.0045,0.0045,2,0,2,SETUP
0.0,0.0025,0.0025,17,0,0,TIMER_CLEAR
0.0,0.001,0.001,2,0,0,TIMER_STOP
0.0,0.0005,0.0005,1,0,0,MPI_Comm_size()
0.0,0,0,1,0,0,MPI_Comm_rank()
0.0,0,0,1.5,0,0,TIMER_READ
